Implementation,Iterations,Time (ms),Nodes,Edges,Visible Nodes,Intersections,Viewport X,Viewport Y,Viewport Scale
accelerated,10000,19,400,800,4,11,0.1645831955,-0.09734,3.099423724
accelerated,10000,18,400,800,4,11,0.1645831955,-0.09734,3.099423724
accelerated,10000,16,400,800,4,11,0.1645831955,-0.09734,3.099423724
accelerated,10000,16,400,800,4,11,0.1645831955,-0.09734,3.099423724
accelerated,10000,17,400,800,4,11,0.1645831955,-0.09734,3.099423724
accelerated,10000,21,400,800,3,11,0.1581320761,-0.08831,3.099423724
accelerated,10000,14,400,800,3,11,0.1581320761,-0.08831,3.099423724
accelerated,10000,15,400,800,3,11,0.1581320761,-0.08831,3.099423724
accelerated,10000,14,400,800,3,11,0.1581320761,-0.08831,3.099423724
accelerated,10000,15,400,800,3,11,0.1581320761,-0.08831,3.099423724
accelerated,10000,15,400,800,3,11,0.1581320761,-0.08831,3.099423724
accelerated,10000,15,400,800,3,11,0.1581320761,-0.08831,3.099423724
accelerated,10000,16,400,800,4,9,0.092331,-0.13346,3.099423724
accelerated,10000,15,400,800,4,9,0.092331,-0.13346,3.099423724
accelerated,10000,14,400,800,4,9,0.092331,-0.13346,3.099423724
accelerated,10000,26,400,800,6,17,0.01104655301,-0.19798,3.099423724
accelerated,10000,25,400,800,6,17,0.01104655301,-0.19798,3.099423724
accelerated,10000,24,400,800,6,17,0.01104655301,-0.19798,3.099423724
accelerated,10000,26,400,800,6,17,0.01104655301,-0.19798,3.099423724
accelerated,10000,26,400,800,6,17,0.01104655301,-0.19798,3.099423724
accelerated,10000,23,400,800,6,17,0.01104655301,-0.19798,3.099423724
accelerated,10000,37,400,800,8,22,-0.06379,-0.25991,3.099423724
accelerated,10000,31,400,800,8,22,-0.06379,-0.25991,3.099423724
accelerated,10000,31,400,800,8,22,-0.06379,-0.25991,3.099423724
accelerated,10000,31,400,800,8,22,-0.06379,-0.25991,3.099423724
accelerated,10000,33,400,800,8,22,-0.06379,-0.25991,3.099423724
accelerated,10000,32,400,800,8,22,-0.06379,-0.25991,3.099423724
accelerated,10000,32,400,800,8,22,-0.06379,-0.25991,3.099423724
accelerated,10000,32,400,800,8,22,-0.06379,-0.25991,3.099423724
accelerated,10000,25,400,800,7,18,-0.05346,-0.21475,3.099423724
accelerated,10000,25,400,800,7,18,-0.05346,-0.21475,3.099423724
accelerated,10000,26,400,800,7,18,-0.05346,-0.21475,3.099423724
accelerated,10000,26,400,800,7,18,-0.05346,-0.21475,3.099423724
accelerated,10000,26,400,800,7,18,-0.05346,-0.21475,3.099423724
accelerated,10000,24,400,800,7,18,-0.05346,-0.21475,3.099423724
accelerated,10000,44,400,800,11,30,-0.11411,-0.42376,3.099423724
accelerated,10000,43,400,800,11,30,-0.11411,-0.42376,3.099423724
accelerated,10000,40,400,800,11,30,-0.11411,-0.42376,3.099423724
accelerated,10000,42,400,800,11,30,-0.11411,-0.42376,3.099423724
accelerated,10000,40,400,800,11,30,-0.11411,-0.42376,3.099423724
accelerated,10000,42,400,800,11,30,-0.11411,-0.42376,3.099423724
accelerated,10000,44,400,800,11,29,-0.20184,-0.4715,3.099423724
accelerated,10000,43,400,800,11,29,-0.20184,-0.4715,3.099423724
accelerated,10000,46,400,800,11,28,-0.18894,-0.45731,3.099423724
accelerated,10000,53,400,800,12,27,-0.20571,-0.48828,3.099423724
accelerated,10000,44,400,800,12,27,-0.20571,-0.48828,3.099423724
accelerated,10000,42,400,800,12,27,-0.20571,-0.48828,3.099423724
accelerated,10000,42,400,800,12,27,-0.20571,-0.48828,3.099423724
accelerated,10000,40,400,800,12,27,-0.20571,-0.48828,3.099423724
accelerated,10000,41,400,800,12,27,-0.20571,-0.48828,3.099423724
accelerated,10000,47,400,800,14,30,-0.19281,-0.54376,3.099423724
accelerated,10000,51,400,800,14,30,-0.19281,-0.54376,3.099423724
accelerated,10000,47,400,800,14,30,-0.19281,-0.54376,3.099423724
accelerated,10000,49,400,800,14,30,-0.19281,-0.54376,3.099423724
accelerated,10000,49,400,800,14,30,-0.19281,-0.54376,3.099423724
accelerated,10000,49,400,800,14,30,-0.19281,-0.54376,3.099423724
accelerated,10000,52,400,800,14,30,-0.19281,-0.54376,3.099423724
accelerated,10000,50,400,800,15,31,-0.15668,-0.62891,3.099423724
accelerated,10000,49,400,800,15,31,-0.15668,-0.62891,3.099423724
accelerated,10000,49,400,800,15,31,-0.15668,-0.62891,3.099423724
accelerated,10000,50,400,800,15,31,-0.15668,-0.62891,3.099423724
accelerated,10000,50,400,800,15,31,-0.15668,-0.62891,3.099423724
accelerated,10000,53,400,800,15,31,-0.15668,-0.62891,3.099423724
accelerated,10000,50,400,800,15,31,-0.15668,-0.62891,3.099423724
accelerated,10000,48,400,800,15,26,-0.13346,-0.776,3.099423724
accelerated,10000,45,400,800,15,26,-0.13346,-0.776,3.099423724
accelerated,10000,45,400,800,15,26,-0.13346,-0.776,3.099423724
accelerated,10000,40,400,800,10,23,-0.01734,-0.84696,3.099423724
accelerated,10000,40,400,800,10,23,-0.01734,-0.84696,3.099423724
accelerated,10000,39,400,800,10,23,-0.01734,-0.84696,3.099423724
accelerated,10000,38,400,800,10,23,-0.01734,-0.84696,3.099423724
accelerated,10000,40,400,800,10,23,-0.01734,-0.84696,3.099423724
accelerated,10000,34,400,800,10,23,-0.01605,-0.92308,3.099423724
accelerated,10000,31,400,800,10,23,-0.01605,-0.92308,3.099423724
accelerated,10000,26,400,800,8,20,0.002015,-0.98759,3.099423724
accelerated,10000,26,400,800,8,20,0.002015,-0.98759,3.099423724
accelerated,10000,27,400,800,8,20,0.002015,-0.98759,3.099423724
accelerated,10000,33,400,800,9,21,-0.00315,-0.95405,3.099423724
accelerated,10000,31,400,800,9,21,-0.00315,-0.95405,3.099423724
accelerated,10000,29,400,800,9,21,-0.00315,-0.95405,3.099423724
accelerated,10000,30,400,800,9,21,-0.00315,-0.95405,3.099423724
accelerated,10000,46,400,800,12,27,0.9449876223,0.1332353868,2.335934789
accelerated,10000,45,400,800,12,27,0.9449876223,0.1332353868,2.335934789
accelerated,10000,47,400,800,15,24,1.879699925,-0.01057,2.335934789
accelerated,10000,45,400,800,15,24,1.879699925,-0.01057,2.335934789
accelerated,10000,69,400,800,19,32,-0.03766,-0.77922,2.335934789
accelerated,10000,70,400,800,19,32,-0.03766,-0.77922,2.335934789
accelerated,10000,66,400,800,19,32,-0.03766,-0.77922,2.335934789
accelerated,10000,69,400,800,19,32,-0.03766,-0.77922,2.335934789
accelerated,10000,69,400,800,19,32,-0.03766,-0.77922,2.335934789
accelerated,10000,69,400,800,19,32,-0.03766,-0.77922,2.335934789
accelerated,10000,64,400,800,18,38,0.1010074663,-0.66623,2.335934789
accelerated,10000,62,400,800,18,38,0.1010074663,-0.66623,2.335934789
accelerated,10000,64,400,800,18,38,0.1010074663,-0.66623,2.335934789
accelerated,10000,64,400,800,18,38,0.1010074663,-0.66623,2.335934789
accelerated,10000,66,400,800,18,38,0.1010074663,-0.66623,2.335934789
accelerated,10000,48,400,800,13,36,0.1215505939,-0.51901,2.335934789
accelerated,10000,47,400,800,13,36,0.1215505939,-0.51901,2.335934789
accelerated,10000,47,400,800,13,36,0.1215505939,-0.51901,2.335934789
accelerated,10000,46,400,800,13,36,0.1215505939,-0.51901,2.335934789
accelerated,10000,58,400,800,17,38,0.1215505939,-0.59776,2.335934789
accelerated,10000,57,400,800,17,38,0.1215505939,-0.59776,2.335934789
accelerated,10000,60,400,800,17,38,0.1215505939,-0.59776,2.335934789
accelerated,10000,59,400,800,17,38,0.1215505939,-0.59776,2.335934789
accelerated,10000,58,400,800,13,31,0.1934515402,-0.7193,2.335934789
accelerated,10000,48,400,800,13,31,0.1934515402,-0.7193,2.335934789
accelerated,10000,47,400,800,13,31,0.1934515402,-0.7193,2.335934789
accelerated,10000,79,400,800,20,40,0.096761,-0.75636,2.02791896
accelerated,10000,75,400,800,20,40,0.096761,-0.75636,2.02791896
accelerated,10000,74,400,800,20,40,0.096761,-0.75636,2.02791896
accelerated,10000,74,400,800,20,40,0.096761,-0.75636,2.02791896
accelerated,10000,78,400,800,20,40,0.096761,-0.75636,2.02791896
accelerated,10000,97,400,800,23,40,-0.01367,-0.76622,2.02791896
accelerated,10000,95,400,800,23,40,-0.01367,-0.76622,2.02791896
accelerated,10000,95,400,800,23,40,-0.01367,-0.76622,2.02791896
accelerated,10000,97,400,800,23,40,-0.01367,-0.76622,2.02791896
accelerated,10000,96,400,800,23,40,-0.01367,-0.76622,2.02791896
accelerated,10000,101,400,800,25,40,-0.09255,-0.73861,2.02791896
accelerated,10000,101,400,800,25,40,-0.09255,-0.73861,2.02791896
accelerated,10000,100,400,800,25,40,-0.09255,-0.73861,2.02791896
accelerated,10000,99,400,800,25,40,-0.09255,-0.73861,2.02791896
accelerated,10000,101,400,800,25,40,-0.09255,-0.73861,2.02791896
accelerated,10000,85,400,800,24,41,-0.15368,-0.61044,2.02791896
accelerated,10000,85,400,800,24,41,-0.15368,-0.61044,2.02791896
accelerated,10000,87,400,800,24,41,-0.15368,-0.61044,2.02791896
accelerated,10000,90,400,800,24,41,-0.15368,-0.61044,2.02791896
accelerated,10000,90,400,800,24,43,-0.14973,-0.55917,2.02791896
accelerated,10000,88,400,800,24,43,-0.14973,-0.55917,2.02791896
accelerated,10000,87,400,800,24,43,-0.14973,-0.55917,2.02791896
accelerated,10000,79,400,800,23,45,-0.08269,-0.45663,2.02791896
accelerated,10000,80,400,800,23,45,-0.08269,-0.45663,2.02791896
accelerated,10000,79,400,800,23,45,-0.08269,-0.45663,2.02791896
accelerated,10000,70,400,800,21,39,-0.05113,-0.42902,2.02791896
accelerated,10000,66,400,800,21,39,-0.05113,-0.42902,2.02791896
accelerated,10000,67,400,800,21,39,-0.05113,-0.42902,2.02791896
accelerated,10000,66,400,800,21,39,-0.05113,-0.42902,2.02791896
accelerated,10000,87,400,800,23,44,-1.06077,-0.5355,2.02791896
accelerated,10000,89,400,800,23,44,-1.06077,-0.5355,2.02791896
accelerated,10000,97,400,800,26,49,-1.05778,-0.51633,1.760518027
accelerated,10000,98,400,800,26,49,-1.05778,-0.51633,1.760518027
accelerated,10000,97,400,800,26,49,-1.05778,-0.51633,1.760518027
accelerated,10000,99,400,800,26,49,-1.05778,-0.51633,1.760518027
accelerated,10000,114,400,800,29,50,-1.00099,-0.75484,1.760518027
accelerated,10000,113,400,800,29,50,-1.00099,-0.75484,1.760518027
accelerated,10000,119,400,800,29,50,-1.00099,-0.75484,1.760518027
accelerated,10000,117,400,800,29,50,-1.00099,-0.75484,1.760518027
accelerated,10000,115,400,800,30,49,-0.96692,-0.70941,1.760518027
accelerated,10000,110,400,800,30,49,-0.96692,-0.70941,1.760518027
accelerated,10000,114,400,800,30,49,-0.96692,-0.70941,1.760518027
accelerated,10000,111,400,800,30,49,-0.96692,-0.70941,1.760518027
accelerated,10000,113,400,800,30,49,-0.96692,-0.70941,1.760518027
accelerated,10000,93,400,800,24,40,-0.83063,-0.76619,1.760518027
accelerated,10000,98,400,800,24,40,-0.83063,-0.76619,1.760518027
accelerated,10000,94,400,800,24,40,-0.83063,-0.76619,1.760518027
accelerated,10000,118,400,800,29,50,-0.91013,-0.72531,1.760518027
accelerated,10000,109,400,800,29,50,-0.91013,-0.72531,1.760518027
accelerated,10000,110,400,800,29,50,-0.91013,-0.72531,1.760518027
accelerated,10000,116,400,800,29,50,-0.91013,-0.72531,1.760518027
accelerated,10000,121,400,800,29,53,-0.93285,-0.63218,1.760518027
accelerated,10000,112,400,800,29,53,-0.93285,-0.63218,1.760518027
accelerated,10000,143,400,800,31,55,-1.3508,-0.79345,1.760518027
accelerated,10000,141,400,800,31,55,-1.3508,-0.79345,1.760518027
accelerated,10000,144,400,800,31,55,-1.3508,-0.79345,1.760518027
accelerated,10000,142,400,800,31,55,-1.3508,-0.79345,1.760518027
accelerated,10000,145,400,800,31,55,-1.3508,-0.79345,1.760518027
accelerated,10000,127,400,800,30,43,-1.46664,-0.97971,1.760518027
accelerated,10000,122,400,800,30,43,-1.46664,-0.97971,1.760518027
accelerated,10000,128,400,800,30,43,-1.46664,-0.97971,1.760518027
accelerated,10000,137,400,800,32,46,-1.5575,-1.10464,1.760518027
accelerated,10000,132,400,800,32,46,-1.5575,-1.10464,1.760518027
accelerated,10000,133,400,800,32,46,-1.5575,-1.10464,1.760518027
accelerated,10000,132,400,800,32,46,-1.5575,-1.10464,1.760518027
accelerated,10000,130,400,800,32,46,-1.5575,-1.10464,1.760518027
accelerated,10000,108,400,800,31,45,-1.71423,-1.33633,1.760518027
accelerated,10000,109,400,800,31,45,-1.71423,-1.33633,1.760518027
accelerated,10000,107,400,800,31,45,-1.71423,-1.33633,1.760518027
accelerated,10000,86,400,800,26,38,-1.77783,-1.41583,1.760518027
accelerated,10000,92,400,800,26,38,-1.77783,-1.41583,1.760518027
accelerated,10000,88,400,800,26,38,-1.77783,-1.41583,1.760518027
accelerated,10000,95,400,800,27,41,-1.75284,-1.38403,1.760518027
accelerated,10000,101,400,800,27,41,-1.75284,-1.38403,1.760518027
accelerated,10000,91,400,800,27,41,-1.75284,-1.38403,1.760518027
accelerated,10000,105,400,800,31,43,-1.7165,-1.36586,1.760518027
accelerated,10000,100,400,800,31,43,-1.7165,-1.36586,1.760518027
accelerated,10000,102,400,800,31,43,-1.7165,-1.36586,1.760518027
accelerated,10000,56,400,800,16,31,-1.9073,-1.54304,1.760518027
accelerated,10000,54,400,800,16,31,-1.9073,-1.54304,1.760518027
accelerated,10000,55,400,800,16,31,-1.9073,-1.54304,1.760518027
accelerated,10000,53,400,800,16,31,-1.9073,-1.54304,1.760518027
accelerated,10000,74,400,800,23,43,-1.93016,-1.57366,1.528376521
accelerated,10000,76,400,800,23,43,-1.93016,-1.57366,1.528376521
accelerated,10000,101,400,800,32,41,-1.76794,-1.58151,1.528376521
accelerated,10000,100,400,800,32,41,-1.76794,-1.58151,1.528376521
accelerated,10000,103,400,800,32,41,-1.76794,-1.58151,1.528376521
accelerated,10000,48,400,800,12,21,-0.26609,-1.81176,1.528376521
accelerated,10000,43,400,800,12,21,-0.26609,-1.81176,1.528376521
accelerated,10000,45,400,800,14,23,0.3775661143,-1.4219,1.528376521
accelerated,10000,47,400,800,14,23,0.3775661143,-1.4219,1.528376521
accelerated,10000,88,400,800,23,49,0.8380647431,-0.87768,1.528376521
accelerated,10000,83,400,800,23,49,0.8380647431,-0.87768,1.528376521
accelerated,10000,84,400,800,23,39,1.065697588,-0.19216,1.528376521
accelerated,10000,81,400,800,23,39,1.065697588,-0.19216,1.528376521
accelerated,10000,86,400,800,22,43,1.180822245,0.3756128903,1.528376521
accelerated,10000,88,400,800,22,43,1.180822245,0.3756128903,1.528376521
accelerated,10000,84,400,800,22,43,1.180822245,0.3756128903,1.528376521
accelerated,10000,89,400,800,22,43,1.180822245,0.3756128903,1.528376521
accelerated,10000,55,400,800,15,24,0.809284,0.959086,1.528376521
accelerated,10000,46,400,800,12,22,0.4744466875,1.040825561,1.326845141
accelerated,10000,55,400,800,17,24,-0.08613,1.94498922,1.326845141
accelerated,10000,56,400,800,17,24,-0.08613,1.94498922,1.326845141
accelerated,10000,53,400,800,14,28,-0.99331,0.8780761025,1.326845141
accelerated,10000,50,400,800,14,28,-0.99331,0.8780761025,1.326845141
accelerated,10000,177,400,800,39,58,-1.36703,0.004051,1.326845141
accelerated,10000,169,400,800,39,58,-1.36703,0.004051,1.326845141
accelerated,10000,170,400,800,39,58,-1.36703,0.004051,1.326845141
accelerated,10000,174,400,800,39,58,-1.36703,0.004051,1.326845141
accelerated,10000,181,400,800,33,62,-1.21333,0.046246,1.326845141
accelerated,10000,180,400,800,33,62,-1.21333,0.046246,1.326845141
accelerated,10000,176,400,800,33,62,-1.21333,0.046246,1.326845141
accelerated,10000,116,400,800,27,54,-1.21634,0.145703539,1.326845141
accelerated,10000,118,400,800,27,54,-1.21634,0.145703539,1.326845141
accelerated,10000,113,400,800,27,54,-1.21634,0.145703539,1.326845141
accelerated,10000,118,400,800,27,54,-1.21634,0.145703539,1.326845141
accelerated,10000,181,400,800,43,57,-1.49663,-0.10445,1.326845141
accelerated,10000,184,400,800,43,57,-1.49663,-0.10445,1.326845141
accelerated,10000,184,400,800,43,57,-1.49663,-0.10445,1.326845141
accelerated,10000,184,400,800,43,57,-1.49663,-0.10445,1.326845141
accelerated,10000,167,400,800,42,59,-1.47252,-0.03212,1.326845141
accelerated,10000,167,400,800,42,59,-1.47252,-0.03212,1.326845141
accelerated,10000,163,400,800,41,61,-1.59307,0.043232,1.326845141
accelerated,10000,164,400,800,41,61,-1.59307,0.043232,1.326845141
accelerated,10000,161,400,800,41,61,-1.59307,0.043232,1.326845141
accelerated,10000,165,400,800,41,61,-1.59307,0.043232,1.326845141
accelerated,10000,121,400,800,35,57,-1.62321,0.1336480236,1.326845141
accelerated,10000,119,400,800,35,57,-1.62321,0.1336480236,1.326845141
accelerated,10000,121,400,800,35,57,-1.62321,0.1336480236,1.326845141
accelerated,10000,123,400,800,35,57,-1.62321,0.1336480236,1.326845141
accelerated,10000,111,400,800,34,47,-2.06023,-0.21295,1.326845141
accelerated,10000,111,400,800,34,47,-2.06023,-0.21295,1.326845141
accelerated,10000,109,400,800,34,47,-2.06023,-0.21295,1.326845141
accelerated,10000,112,400,800,34,47,-2.06023,-0.21295,1.326845141
accelerated,10000,143,400,800,35,48,-1.98488,-0.14061,1.326845141
accelerated,10000,132,400,800,35,48,-1.98488,-0.14061,1.326845141
accelerated,10000,131,400,800,35,48,-1.98488,-0.14061,1.326845141
accelerated,10000,148,400,800,35,48,-1.94871,-0.15267,1.326845141
accelerated,10000,142,400,800,35,48,-1.94871,-0.15267,1.326845141
accelerated,10000,144,400,800,35,48,-1.94871,-0.15267,1.326845141
accelerated,10000,159,400,800,38,54,-1.89145,-0.1587,1.326845141
accelerated,10000,159,400,800,38,54,-1.89145,-0.1587,1.326845141
accelerated,10000,157,400,800,38,54,-1.89145,-0.1587,1.326845141
accelerated,10000,154,400,800,38,54,-1.89145,-0.1587,1.326845141
accelerated,10000,159,400,800,38,54,-1.89145,-0.1587,1.326845141
accelerated,10000,158,400,800,38,54,-1.89145,-0.1587,1.326845141
accelerated,10000,197,400,800,50,64,-1.89,-0.26361,1.151887642
accelerated,10000,196,400,800,50,64,-1.89,-0.26361,1.151887642
accelerated,10000,201,400,800,50,64,-1.89,-0.26361,1.151887642
accelerated,10000,205,400,800,50,64,-1.89,-0.26361,1.151887642
accelerated,10000,269,400,800,56,81,-0.60549,-0.55523,1.151887642
accelerated,10000,269,400,800,56,81,-0.60549,-0.55523,1.151887642
accelerated,10000,270,400,800,56,81,-0.60549,-0.55523,1.151887642
accelerated,10000,269,400,800,56,81,-0.60549,-0.55523,1.151887642
accelerated,10000,270,400,800,56,81,-0.60549,-0.55523,1.151887642
accelerated,10000,201,400,800,48,55,-0.36941,-0.58648,1.151887642
accelerated,10000,202,400,800,48,55,-0.36941,-0.58648,1.151887642
accelerated,10000,205,400,800,48,55,-0.36941,-0.58648,1.151887642
accelerated,10000,203,400,800,48,55,-0.36941,-0.58648,1.151887642
accelerated,10000,255,400,800,50,77,-0.20972,-0.88851,1.151887642
accelerated,10000,249,400,800,50,77,-0.20972,-0.88851,1.151887642
accelerated,10000,247,400,800,50,77,-0.20972,-0.88851,1.151887642
accelerated,10000,251,400,800,50,77,-0.20972,-0.88851,1.151887642
accelerated,10000,117,400,800,30,54,0.2346541578,-1.38148,1.151887642
accelerated,10000,117,400,800,30,54,0.2346541578,-1.38148,1.151887642
accelerated,10000,225,400,800,51,68,-0.43885,-0.97183,1.151887642
accelerated,10000,217,400,800,51,68,-0.43885,-0.97183,1.151887642
accelerated,10000,223,400,800,51,68,-0.43885,-0.97183,1.151887642
accelerated,10000,234,400,800,52,68,-0.53605,-0.94058,1.151887642
accelerated,10000,227,400,800,52,68,-0.53605,-0.94058,1.151887642
accelerated,10000,233,400,800,52,68,-0.53605,-0.94058,1.151887642
accelerated,10000,228,400,800,55,75,-0.61937,-0.83296,1.151887642
accelerated,10000,222,400,800,55,75,-0.61937,-0.83296,1.151887642
accelerated,10000,225,400,800,55,75,-0.61937,-0.83296,1.151887642
accelerated,10000,227,400,800,55,75,-0.61937,-0.83296,1.151887642
accelerated,10000,419,400,800,80,94,-0.83791,-1.01415,1
accelerated,10000,410,400,800,80,94,-0.83791,-1.01415,1
accelerated,10000,407,400,800,80,94,-0.83791,-1.01415,1
accelerated,10000,424,400,800,80,94,-0.83791,-1.01415,1
accelerated,10000,427,400,800,74,93,-0.75793,-0.84619,1
accelerated,10000,425,400,800,74,93,-0.75793,-0.84619,1
accelerated,10000,422,400,800,74,93,-0.75793,-0.84619,1
accelerated,10000,434,400,800,74,93,-0.75793,-0.84619,1
accelerated,10000,321,400,800,66,81,-0.25806,-0.7982,1
accelerated,10000,318,400,800,66,81,-0.25806,-0.7982,1
accelerated,10000,316,400,800,66,81,-0.25806,-0.7982,1
accelerated,10000,326,400,800,66,81,-0.25806,-0.7982,1
accelerated,10000,274,400,800,60,74,-0.11809,-0.74622,1
accelerated,10000,270,400,800,60,74,-0.11809,-0.74622,1
accelerated,10000,269,400,800,60,74,-0.11809,-0.74622,1
accelerated,10000,271,400,800,60,74,-0.11809,-0.74622,1
accelerated,10000,316,400,800,59,69,-0.24206,-0.62225,1
accelerated,10000,323,400,800,59,69,-0.24206,-0.62225,1
accelerated,10000,324,400,800,59,69,-0.24206,-0.62225,1
accelerated,10000,323,400,800,59,69,-0.24206,-0.62225,1
accelerated,10000,201,400,800,40,66,-0.03812,-0.08639,1
accelerated,10000,204,400,800,40,66,-0.03812,-0.08639,1
accelerated,10000,401,400,800,70,92,-0.89389,-0.49428,1
accelerated,10000,390,400,800,70,92,-0.89389,-0.49428,1
accelerated,10000,390,400,800,70,92,-0.89389,-0.49428,1
accelerated,10000,395,400,800,70,92,-0.89389,-0.49428,1
accelerated,10000,386,400,800,70,92,-0.89389,-0.49428,1
accelerated,10000,397,400,800,70,92,-0.89389,-0.49428,1
accelerated,10000,298,400,800,66,78,-1.68568,-0.25435,1
accelerated,10000,294,400,800,66,78,-1.68568,-0.25435,1
accelerated,10000,305,400,800,66,78,-1.68568,-0.25435,1
accelerated,10000,345,400,800,55,67,-2.04959,-1.23809,1
accelerated,10000,333,400,800,55,67,-2.04959,-1.23809,1
accelerated,10000,342,400,800,55,67,-2.04959,-1.23809,1
accelerated,10000,302,400,800,59,66,-1.64569,-1.50202,1
accelerated,10000,302,400,800,59,66,-1.64569,-1.50202,1
accelerated,10000,481,400,800,75,87,-0.82591,-1.1861,1
accelerated,10000,468,400,800,75,87,-0.82591,-1.1861,1
accelerated,10000,470,400,800,75,87,-0.82591,-1.1861,1
accelerated,10000,480,400,800,75,87,-0.82591,-1.1861,1
accelerated,10000,483,400,800,75,87,-0.82591,-1.1861,1
accelerated,10000,905,400,800,100,94,-0.90548,-1.14358,0.8681402276
accelerated,10000,904,400,800,100,94,-0.90548,-1.14358,0.8681402276
accelerated,10000,894,400,800,100,94,-0.90548,-1.14358,0.8681402276
accelerated,10000,903,400,800,100,94,-0.90548,-1.14358,0.8681402276
accelerated,10000,903,400,800,100,94,-0.90548,-1.14358,0.8681402276
accelerated,10000,570,400,800,72,76,-1.12658,-1.59961,0.8681402276
accelerated,10000,574,400,800,72,76,-1.12658,-1.59961,0.8681402276
accelerated,10000,402,400,800,68,79,-0.65673,-1.53973,0.8681402276
accelerated,10000,387,400,800,68,79,-0.65673,-1.53973,0.8681402276
accelerated,10000,388,400,800,68,79,-0.65673,-1.53973,0.8681402276
accelerated,10000,738,400,800,89,104,-0.54158,-1.12055,0.8681402276
accelerated,10000,730,400,800,89,104,-0.54158,-1.12055,0.8681402276
accelerated,10000,737,400,800,89,104,-0.54158,-1.12055,0.8681402276
accelerated,10000,539,400,800,79,89,-0.46327,-1.19886,0.8681402276
accelerated,10000,544,400,800,79,89,-0.46327,-1.19886,0.8681402276
accelerated,10000,542,400,800,79,89,-0.46327,-1.19886,0.8681402276
accelerated,10000,554,400,800,79,89,-0.46327,-1.19886,0.8681402276
accelerated,10000,332,400,800,65,89,-0.0533,-1.14358,0.8681402276
accelerated,10000,336,400,800,65,89,-0.0533,-1.14358,0.8681402276
accelerated,10000,333,400,800,65,89,-0.0533,-1.14358,0.8681402276
accelerated,10000,247,400,800,59,79,0.7620184876,-0.8626,0.8681402276
accelerated,10000,250,400,800,59,79,0.7620184876,-0.8626,0.8681402276
accelerated,10000,246,400,800,59,79,0.7620184876,-0.8626,0.8681402276
accelerated,10000,277,400,800,60,71,1.697106,-0.76586,0.8681402276
accelerated,10000,275,400,800,60,71,1.697106,-0.76586,0.8681402276
accelerated,10000,273,400,800,60,71,1.697106,-0.76586,0.8681402276
accelerated,10000,282,400,800,60,71,1.697106,-0.76586,0.8681402276
accelerated,10000,382,400,800,66,74,1.839902443,-0.17625,0.8681402276
accelerated,10000,383,400,800,66,74,1.839902443,-0.17625,0.8681402276
accelerated,10000,385,400,800,66,74,1.839902443,-0.17625,0.8681402276
accelerated,10000,250,400,800,63,78,1.268716073,0.496272992,0.8681402276
accelerated,10000,246,400,800,63,78,1.268716073,0.496272992,0.8681402276
accelerated,10000,248,400,800,63,78,1.268716073,0.496272992,0.8681402276
accelerated,10000,127,400,800,33,37,2.02415611,1.09049107,0.8681402276
accelerated,10000,114,400,800,33,37,2.02415611,1.09049107,0.8681402276
accelerated,10000,114,400,800,33,37,2.02415611,1.09049107,0.8681402276
accelerated,10000,137,400,800,34,54,0.370479444,1.187224245,0.8681402276
accelerated,10000,137,400,800,34,54,0.370479444,1.187224245,0.8681402276
accelerated,10000,700,400,800,101,136,-0.35275,0.195879,0.6542890357
accelerated,10000,691,400,800,101,136,-0.35275,0.195879,0.6542890357
accelerated,10000,694,400,800,101,136,-0.35275,0.195879,0.6542890357
accelerated,10000,1756,400,800,149,120,-0.91505,-0.53755,0.6542890357
accelerated,10000,1756,400,800,149,120,-0.91505,-0.53755,0.6542890357
accelerated,10000,1652,400,800,136,136,-0.73169,-0.28696,0.6542890357
accelerated,10000,1662,400,800,136,136,-0.73169,-0.28696,0.6542890357
accelerated,10000,1674,400,800,136,136,-0.73169,-0.28696,0.6542890357
accelerated,10000,876,400,800,111,140,-0.26107,0.01252184218,0.6542890357
accelerated,10000,881,400,800,111,140,-0.26107,0.01252184218,0.6542890357
accelerated,10000,893,400,800,111,140,-0.26107,0.01252184218,0.6542890357
accelerated,10000,1420,400,800,121,143,-0.2244,-0.18306,0.6542890357
accelerated,10000,1414,400,800,121,143,-0.2244,-0.18306,0.6542890357
accelerated,10000,1419,400,800,121,143,-0.2244,-0.18306,0.6542890357
accelerated,10000,1226,400,800,116,120,-0.13884,-1.03873,0.6542890357
accelerated,10000,1218,400,800,116,120,-0.13884,-1.03873,0.6542890357
accelerated,10000,1221,400,800,116,120,-0.13884,-1.03873,0.6542890357
accelerated,10000,1886,400,800,157,121,-0.29201,-1.04151,0.5680146324
accelerated,10000,1869,400,800,157,121,-0.29201,-1.04151,0.5680146324
accelerated,10000,1879,400,800,157,121,-0.29201,-1.04151,0.5680146324
accelerated,10000,2020,400,800,166,110,-1.01011,-1.30904,0.5680146324
accelerated,10000,2015,400,800,166,110,-1.01011,-1.30904,0.5680146324
accelerated,10000,2011,400,800,166,110,-1.01011,-1.30904,0.5680146324
accelerated,10000,1596,400,800,157,121,-1.65781,-0.57686,0.5680146324
accelerated,10000,1583,400,800,157,121,-1.65781,-0.57686,0.5680146324
accelerated,10000,1578,400,800,157,121,-1.65781,-0.57686,0.5680146324
accelerated,10000,858,400,800,128,130,-1.18612,0.3876552865,0.5680146324
